,CURRENTCLUB
PlayerId,ClubId
31116,1435
203374,968
42189,968
77663,968
113872,968
7028,968
335016,1435
61715,968
271441,968
153657,968
217776,968
52506,968
124628,968
432121,968
124761,468
338811,468
456968,468
443083,468
16913,468
84907,468
409116,468
258516,468
212849,468
416395,468
126700,468
53306,1159
272684,468
134567,968
297189,968
27245,498
273031,468
369650,498
215091,468
533147,498
380173,498
205497,1159
62749,498
421110,498
326336,498
235238,498
15018,498
309843,468
296681,498
13041,498
226965,180
57423,180
326369,498
307763,148
52408,3725
275483,468
183301,148
455017,3725
19892,968
503685,3725
77348,1159
109720,1159
16353,1159
5406,1159
503997,932
3321,3725
14863,1435
56802,1159
362743,3725
81346,1435
187744,498
162694,1435
59411,1083
251028,1083
43402,2700
15788,2969
489971,1162
3569,1162
334425,2410
140682,232
157224,232
212574,354
339487,354
147265,354
250512,354
380433,354
328105,192
66959,192
86739,192
120192,192
229007,192
19363,354
73254,192
387313,148
22372,192
255452,16704
46180,2410
419096,28643
9645,16704
351390,28643
52209,28643
56370,1268
79470,1268
340310,11
435019,1268
277962,1268
46185,354
126421,1268
192921,16704
355578,1268
295764,1268
443764,28643
369086,1268
147028,1268
436418,28643
436417,28643
123513,1268
45655,1268
277272,28643
259721,192
56436,192
42401,16704
363654,192
471005,354
189863,354
335400,192
79209,2410
178540,1162
5451,1162
372710,1162
170966,2969
231916,2969
440525,2969
98262,2969
242716,2969
468922,2700
60979,2700
213035,2700
256116,2700
124870,2700
25006,2700
381559,2700
22642,1162
297765,2700
97208,2700
86596,2700
88102,2700
110622,2700
419924,192
280027,1083
394198,1083
398843,1083
228891,1162
100009,2700
398844,1083
326332,192
214265,1083
392210,1083
398845,1083
52472,1083
392680,1083
312502,16704
371628,16704
25856,16704
63606,16704
289581,28643
69636,1268
4607,192
187191,192
31453,1268
342007,192
104697,2698
37933,1083
430600,475
500087,347
118078,1420
398837,1083
437634,172
102284,1083
287178,2448
312719,403
298607,331
71671,331
164816,331
25461,331
233085,1245
98340,1245
52345,331
374081,331
40407,1245
240076,1245
446490,1245
233082,1245
233086,1245
126252,331
336835,1245
59168,1245
13110,1245
110369,1245
58474,331
35600,331
99924,331
176556,1245
71206,331
233077,1245
264857,403
203938,403
78507,403
349794,403
61446,403
73070,1245
61344,2448
53309,1245
355350,1245
277093,2448
199324,2448
129753,2448
134098,331
322917,2448
238717,2448
224774,2448
65301,2448
368582,2448
71394,2448
57816,2448
54231,2448
57785,2448
45256,2448
59349,2448
179899,601
452308,601
249538,601
275028,2448
298602,331
490514,601
36045,601
80756,403
46500,601
175635,601
16444,601
452291,601
277145,172
49872,172
435147,172
452298,601
478638,172
567449,172
370525,172
447143,172
378630,1420
233782,1420
35548,2448
474652,1420
341394,1420
556166,172
12386,1420
410237,347
263951,347
337689,172
57693,331
332054,347
250042,347
12101,347
68868,347
188501,347
33847,347
184961,1420
226290,475
199480,475
155761,475
501530,475
314975,475
414162,475
148824,475
231770,28095
149182,2698
200320,475
54287,2698
93732,2698
16690,2698
426120,28095
388795,347
57449,1420
311739,2698
355707,601
336116,403
81998,331
94523,192
14551,467
207043,467
54774,331
189231,467
117484,467
183646,28095
133372,467
189098,467
66398,995
4517,467
260650,798
215336,798
135566,467
83253,467
88212,798
277112,798
40412,798
110724,601
302611,467
288121,467
161314,467
114728,2698
56510,467
369315,467
93535,467
190687,467
220896,467
455339,331
398014,2861
196721,2861
150568,29228
249526,1184
392301,1082
111482,1082
81163,202
303414,595
3266,1158
236414,1158
41261,273
291128,1158
39909,1158
272633,855
43228,202
430120,29228
344870,855
15381,964
22635,855
51035,855
411424,969
112022,1158
358508,1158
270412,1158
102779,1158
341942,1158
358512,1158
290569,969
44417,969
23938,969
5457,595
411420,969
451848,595
353932,595
80191,595
44688,595
402106,595
33942,595
375881,595
358507,1158
170962,595
468661,595
149239,595
170968,595
22396,595
358511,1158
277268,1082
5293,595
23955,969
238632,1082
14949,1082
371686,1082
392304,1082
74615,595
17179,1082
358506,1158
37760,1082
89637,969
12906,1158
43458,273
3525,273
12096,1082
229003,273
29311,1082
289564,1184
130427,29228
226194,29228
292822,273
363537,29228
161356,29228
164925,29228
434515,29228
447117,29228
358644,29228
265581,29228
271284,29228
66052,273
131728,29228
278553,273
104543,29228
348088,29228
331572,2861
55980,2861
19057,202
110812,29228
443983,2861
333878,202
445510,29228
93744,1158
20622,1158
291241,202
290540,855
170475,855
67245,202
30757,1082
137669,202
156115,499
119878,1244
7782,1084
207273,1304
353985,618
282434,16795
204097,16795
176285,16795
294568,16795
20346,16795
93759,16795
258887,200
44227,16795
339445,200
264851,200
92936,499
110911,499
187246,499
355624,1084
22550,1084
223735,1244
72315,16795
210153,1244
2963,1084
476101,1244
476100,1244
257981,1304
419293,618
18901,618
290573,618
443899,618
395447,618
273422,1304
6853,1304
58342,499
14124,1304
324736,1184
82505,1304
353372,855
98315,1158
356139,2282
447217,1082
126542,3057
207913,1533
189735,16795
274765,472
274771,472
138846,157
80383,157
187324,157
316416,157
157961,3508
316398,3508
105337,3508
258827,157
483453,1533
62337,157
67850,200
446310,157
169362,306
242808,2282
241402,306
431809,3508
272732,306
216452,306
116614,306
183282,306
271611,306
312485,306
140570,157
202981,472
288352,1244
390823,472
159644,1533
399273,1533
441622,1533
474665,415
5431,415
103563,415
36039,415
28705,415
330655,1533
161282,3057
254903,1533
255497,1533
279110,1533
96540,472
125745,157
42913,157
153454,157
396831,157
22720,3057
146373,244
98334,244
5477,244
26763,244
172333,244
282706,3057
353395,1041
124873,383
395699,1041
192585,940
314645,1269
260041,1269
495489,583
4317,583
431393,58
182910,1269
27471,58
70767,150
241382,1269
72484,1108
353404,1041
229853,3057
4010,234
66415,40
342230,162
182898,40
249274,1108
365462,162
342221,162
318521,162
290940,162
71840,1108
124701,58
5880,162
278992,1108
37217,234
40442,714
127457,940
83895,940
72779,150
16591,40
230222,940
157160,58
200558,150
319541,150
279057,383
470491,40
7717,714
264176,58
258374,1049
288511,2995
28891,2995
336058,8024
59343,150
217145,897
229812,681
225770,979
311435,13
8538,13
285040,1465
118317,1465
254036,13
72835,1465
157818,1465
37579,1050
199323,1050
60445,1050
373353,1050
165008,1050
273980,979
33831,979
332593,979
45370,979
172630,979
76090,979
352770,979
92042,979
199099,979
42976,979
99667,979
24175,979
66110,681
222805,681
35560,681
72189,897
57876,897
281990,897
19979,897
68821,8024
348549,13
283167,8024
194330,8024
353047,8024
149654,8024
24880,8024
380483,8024
418752,8024
148682,8024
480248,13
54306,8024
239287,8024
60982,8024
88717,8024
46991,979
355469,2995
281831,2995
130741,2995
125700,2995
379747,2995
268995,2995
1726,610
56066,1049
44373,1049
42373,1049
234208,1465
368638,1465
472157,1465
158516,2995
97013,8024
209953,8024
366645,1465
410443,1465
390809,1269
133089,150
263641,8024
212852,621
255499,621
26486,317
358985,317
86175,368
346017,1465
348769,294
17370,1085
422316,3325
48704,3325
239033,3325
292739,3325
27239,3325
269116,1075
432783,2503
165383,720
411928,13
226812,621
120382,2503
479601,2503
279369,2503
238499,2503
349962,2503
92044,2503
152093,2503
88598,2503
365616,2503
209015,2503
81817,2503
158490,2503
227436,3325
197610,2503
58436,3325
380301,3325
349581,2503
292719,3325
161373,3325
241961,3325
396123,1085
292740,3325
372626,1085
131314,1085
372472,1085
165402,1085
389564,1085
26229,1085
125172,1085
61730,2503
43264,368
87143,1301
69819,1301
396427,1085
182713,1301
221883,1301
291979,2503
139198,1301
131890,1301
273218,1301
152044,1301
244277,1301
103147,1301
171206,1301
45372,1301
330931,317
388636,317
14127,1075
293180,294
271438,1075
51454,1075
53532,1301
184953,1075
182468,1075
336757,2503
225819,1075
356117,2503
44122,2503
229708,2503
243760,368
453845,2503
268958,368
137203,2503
108601,317
432048,1301
260316,2457
316828,1301
197157,2457
376581,2503
139394,2457
477301,417
226273,417
182814,417
212937,417
182721,2457
193319,2457
149717,2457
112237,3325
152873,417
149650,2457
58301,2457
159123,5818
268162,5818
104249,5818
91225,369
69934,369
542845,369
78514,369
250038,1095
244915,18303
548694,8838
531456,8838
166588,8838
171730,8838
122361,8838
405176,8838
374301,8838
169679,8838
140747,8838
483451,8838
363065,8838
73137,8838
476072,8838
202840,8838
242295,1084
28171,1084
585700,1084
29280,667
403839,192
67221,987
125561,987
190506,987
347546,987
422098,987
322766,987
347618,987
201576,1110
61549,1110
287167,1110
370520,1245
216548,1245
308622,1245
559006,1245
336667,1245
274074,1245
584378,1245
226085,1075
131163,1075
334632,1075
103128,5818
520461,5818
422948,5818
201139,369
125751,369
387742,369
211085,369
542841,369
469959,369
36784,369
542834,369
22167,369
542833,369
23582,369
23579,369
103327,369
517724,369
70627,369
154169,1095
120760,1095
591914,1095
5597,1095
33927,1095
14951,1095
170938,1095
292820,1095
75282,1095
456445,1095
106225,1095
127128,1095
254358,1095
55237,1095
213052,1095
576729,18303
107274,18303
119717,18303
206904,8838
381812,8838
192192,8838
271228,8838
561974,8838
483718,8838
193080,8838
468735,8838
213975,8838
571467,8838
345750,8838
464896,1084
25441,1084
324946,1084
44073,1084
35539,1084
284454,1084
341230,1084
175836,1084
45305,1084
307805,1084
386196,1084
56806,667
56808,667
4796,667
283136,667
557558,667
19119,667
289645,192
58437,192
208516,192
124083,192
363253,192
174248,192
260637,192
364246,192
253574,192
38125,192
190811,192
169334,192
240263,192
19063,192
110727,192
401029,192
269585,192
450559,192
446418,192
433982,192
416012,192
104376,192
12663,987
21334,987
183771,987
242411,987
57479,987
157368,1110
258216,1110
560694,1110
13683,1110
346468,1110
261739,1110
101682,1110
27659,1110
102382,1110
65988,3690
279975,3690
80769,3690
81168,3690
156556,3690
145997,3690
139133,3690
178933,3690
145992,3690
287189,3690
73691,3690
89556,3690
48491,3690
181204,3690
52530,41
415194,41
192294,41
556713,1245
171412,1245
584377,1245
53301,1245
111026,1245
90660,2420
353056,2420
364404,2420
53071,2420
527881,2420
225095,720
258002,720
63130,3690
217016,3690
155334,3690
73733,3690
61962,3690
9369,3690
46706,3690
51277,3690
51960,3690
334453,3690
104397,3690
338903,3690
4687,41
9354,41
265254,41
55508,41
448258,41
42044,41
342141,41
103310,41
327536,41
94210,41
167189,41
44607,41
85842,3336
29039,3336
42303,3336
85308,3336
24700,3336
13957,3336
103370,3336
20394,3336
512356,2420
525254,2420
13147,2420
347185,2420
352815,2420
296780,26459
583355,26459
384299,26459
107283,26459
370836,10484
140597,10484
81433,2944
58378,2944
546111,22110
337674,22110
333850,22110
283239,22110
260393,10484
3391,10484
457486,10484
247766,10484
558713,2944
511525,2944
511115,2944
91233,2944
83943,2944
132555,2944
510482,2944
153754,2944
57854,2944
138679,2944
127768,2944
585418,2944
188942,2944
37837,2944
554066,2944
185770,2944
138476,2944
35763,2944
50657,2944
15676,2944
455692,3999
220769,3999
18975,3999
62552,3999
120144,3999
455691,3999
92670,3999
153108,3999
77126,3999
391364,3999
232593,3999
31696,3999
119261,3999
164501,3999
96923,3999
35509,2381
54214,2381
386022,2381
76569,2381
528858,2381
456533,2381
170238,2381
90983,2381
197711,2381
59938,2381
330893,2381
112088,2381
54528,19771
37787,19771
52979,19771
467474,19771
537218,19771
44989,19771
511120,19771
521843,16247
308452,16247
526577,16247
60132,16247
570743,16247
282329,16247
116302,16247
521844,16247
524966,16247
206053,16247
576776,16247
328733,16247
521846,16247
435214,16247
521842,16247
58425,16247
567756,16247
553380,16247
450111,16247
572163,16247
383568,16247
550137,16247
335012,22110
283224,22110
581891,22110
68977,22110
279292,22110
68948,22110
281909,22110
534438,22110
257103,22110
405726,22110
427900,22110
194463,22110
380485,22110
542838,22110
298587,22110
427905,22110
138421,22110
448587,22110
228424,22110
427909,22110
283234,22110
69578,22110
339695,22110
556568,22110
335441,22110
101000,22110
282039,22110
95996,22110
99116,22110
225955,22110
289847,22110
122559,22110
129557,5817
268174,5817
155617,5817
189989,5817
47781,5817
89197,5817
227236,5817
58403,26459
14948,2672
67836,2672
390107,2672
95870,2672
57144,2672
164715,2672
57482,2672
214860,2672
62501,2672
81636,2672
53600,2672
539732,26459
581749,26459
58046,26459
569576,26459
206054,26459
539739,26459
539730,26459
58035,26459
58252,26459
294699,26459
73920,862
44970,19789
456650,4171
65635,4171
33763,4171
62735,4171
208690,4171
78082,4171
201734,4171
315845,4171
387017,4171
61783,4171
139634,4171
339982,4171
26764,4171
189340,4171
355924,4171
462809,4171
34336,4171
62716,4171
457873,4171
524610,4171
48003,4171
420474,1467
314215,1467
57349,19789
216597,19789
164013,19789
124904,19789
58621,19789
416022,19789
223424,19789
44787,19789
347542,19789
213841,19789
454973,1467
170919,1467
410831,1467
7025,1467
56026,1467
7237,1467
207842,1467
16868,862
5970,862
21861,1390
445926,1390
481178,1390
26263,410
288499,410
189410,410
34753,820
349717,6574
22186,6574
5858,6574
390724,6574
347353,6574
198495,820
216827,820
74918,820
157588,820
45001,820
242575,820
161327,820
66791,820
144334,820
10121,820
93736,820
67855,820
175179,820
140497,820
357066,820
185795,820
179454,820
200790,410
460602,410
495200,410
370734,410
263027,410
366068,410
85226,1506
413918,1506
119301,1506
48678,1506
435869,1506
465276,410
392333,410
187090,410
395075,410
7797,410
96844,1506
46662,1506
585291,1506
33530,1506
169802,1506
9410,1506
8548,1506
548588,1506
34161,1506
223920,1506
83275,1506
557942,1506
462771,1506
169696,1506
47576,1506
7215,1506
390048,1506
19619,1506
264431,1506
256358,276
344802,276
44336,276
136091,276
73083,276
110931,276
115507,276
297731,276
56841,276
239570,276
56854,276
100497,276
60599,276
89034,276
160986,276
149525,276
415801,276
5986,276
576034,3205
111627,3205
170521,3205
176905,3205
570426,3205
239732,3205
5825,1390
46060,1390
160825,1390
45548,1390
418879,1390
395597,1390
54929,1390
432141,1390
265077,1390
188498,398
394295,398
248483,398
228604,398
394296,398
221118,2293
293759,2293
534024,2722
457675,2722
315866,2722
23366,2722
110338,2722
4257,589
16993,589
236895,589
553863,589
56643,11282
99548,11282
315272,11282
511118,11282
151197,11282
255672,11282
348671,11282
109974,11282
19104,252
67639,252
28855,252
354725,252
230058,252
168944,252
459100,398
67864,398
423605,398
56386,2293
160434,2293
209240,2293
64890,2293
230960,2293
223864,2722
479498,2722
448554,2722
44628,2722
464303,2722
250937,2722
284545,589
418703,589
22109,589
217169,11282
336359,11282
388269,11282
168952,11282
114400,11282
34239,252
393806,252
38824,252
60567,252
30782,252
85240,252
37918,430
320870,430
87210,430
466124,4083
244275,46
278578,4083
102249,4083
87282,4083
96853,4083
382007,4083
56513,4083
373381,4083
348431,4083
30853,4083
205809,4083
146680,4083
160357,4083
19671,4083
159288,4083
392681,4083
424759,4083
336760,4083
37418,46
336704,46
364132,416
386458,416
395777,416
392571,416
391408,416
393493,416
297649,416
3417,416
393489,416
386846,1025
144779,1025
397728,1025
515621,1025
392540,5
130354,5
262972,5
30767,5
19136,5
392530,5
392963,800
33442,800
83886,36
251087,36
228405,36
301840,36
336252,114
16529,21957
49038,21957
42554,21957
390131,21957
534482,21957
36830,21957
48619,21957
210941,21957
282671,21957
390132,21957
292343,21957
210141,21957
60861,21957
504593,21957
160510,21957
135748,21957
390130,21957
207194,21957
84802,21957
369291,114
258626,114
402536,114
29622,114
17184,114
401163,6195
465003,6195
46423,6195
430764,6195
392334,6195
393605,1038
76077,1038
441444,4603
34324,4603
22382,20
479941,20
47604,20
192801,20
380118,20
251110,20
262183,20
26432,20
66280,20
177581,6418
480972,6418
266775,6418
17232,6418
356473,20
29627,20
330878,20
35275,20
60795,20
182684,4603
237893,4603
199222,4603
52396,4603
139914,4603
50806,4603
324338,4603
182681,4603
68418,4603
563469,4603
65343,4603
199859,4603
45353,4603
12953,4603
295638,4603
59529,4603
57104,4603
491293,4603
35892,4603
355752,128
32929,128
458548,128
121850,128
331207,128
348519,128
352661,141
352662,141
470802,141
29494,141
581619,141
5308,141
567444,1038
463775,1038
60731,6676
293395,6676
260801,6676
133542,6676
58494,6676
213854,6676
481903,6676
62134,2671
306164,2671
358710,2671
33362,2671
120630,683
190804,683
348953,683
69838,683
152176,683
278842,1091
342254,265
3539,265
51457,265
223560,265
193768,265
572878,2671
462239,2671
236785,2671
540062,2671
129699,2671
140957,1177
87142,1177
174001,1177
23160,1177
283917,1177
41843,1177
235964,1177
119533,1177
224892,1177
68847,1177
343120,3060
421224,3060
286181,3060
73215,3060
511931,3060
35251,683
90367,683
342168,683
31952,683
171072,683
53077,683
395626,683
160482,683
481692,1091
348523,1091
122835,1091
55484,1091
51604,1091
348522,1091
173573,265
160080,265
60164,265
119434,265
131096,449
455234,449
77153,449
530801,449
322602,449
34421,449
355479,506
386571,506
386567,506
46006,169
95295,169
393230,169
159706,169
26574,169
241207,169
192526,169
187976,169
283566,169
21297,6676
522391,6676
349890,6676
319299,6676
290558,6676
127073,6676
225078,5724
52117,5724
46162,5724
56231,5724
176570,5724
203841,6993
340384,6993
9824,2441
581404,6993
94931,6993
176562,6993
